metric,estimate,percentile_2_5,percentile_97_5,finite_replicates,requested_replicates,CI_scope
M0__IBS,0.16122505608844359,0.15907163780478176,0.16304081863479736,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__BS_180,0.17898405804897569,0.17598243616759565,0.18155221776920702,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__AUC_180,0.53712154956466973,0.52748210969031095,0.54574499823016498,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__mean_calibration_bias_180,-0.048381803101748694,-0.055157348397271322,-0.042721485114931672,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__offset_intercept_180,0.25671136694725477,0.22477134828268125,0.29544697296007,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__joint_intercept_180,0.33626351006490118,0.12763030335078815,0.5696174978264168,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__slope_180,0.9159841869769132,0.68045406360049954,1.1332125206034134,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__BS_365,0.24038169327848244,0.23950124596483507,0.24112471556912696,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__AUC_365,0.53066722533630983,0.52209429115788131,0.53919146796407225,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__mean_calibration_bias_365,-0.079320501624460527,-0.087324204394356481,-0.072517013282004383,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__offset_intercept_365,0.32950518295579562,0.30042825939334489,0.36402280551118094,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__joint_intercept_365,0.3943077742313878,0.34571747748078407,0.44379282085041599,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__slope_365,0.63755260320098761,0.46172954909457259,0.82093655440030389,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__flagged,6744,6640,6842.1000000000004,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__realized_review_fraction,0.20358630682847309,0.20327114891781164,0.20383996190328474,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__persistence_among_flagged,0.66147686832740216,0.64804512556415073,0.67654356360854628,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__recall_persisters,0.2155072463768116,0.21166902960386325,0.21989036049387681,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M0__persisters_per_100_reviews,66.14768683274022,64.804512556415077,67.654356360854635,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__IBS,0.15766752826303193,0.15552421171315606,0.15968100082347894,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__BS_180,0.17538476236265979,0.17227025431910498,0.17811589764932931,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__AUC_180,0.5838389815739069,0.57519338174119072,0.59260837810161837,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__mean_calibration_bias_180,-0.039931683331203956,-0.046381040617790893,-0.034371540744890072,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__offset_intercept_180,0.21774272391674609,0.18596063206915789,0.25523848085621198,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__joint_intercept_180,0.22627731085862635,0.13455130390069214,0.31319617983470205,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__slope_180,0.99120397647144098,0.90173820149124706,1.0794254320621712,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__BS_365,0.23325255140366685,0.23190568004670956,0.23459110013233928,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
M1__AUC_365,0.58499540662363703,0.57737151482037252,0.59302662902844971,500,500,Conditional on fixed fitted models; paired evaluation-BIN bootstrap
